smiles; heat of formation [kcal/mol]
Cc1cnc(NC(=O)CN(CC#N)CCC#N)o1;17.63451
Cc1cnc(NC(=O)CN(CC#N)C(=N)NC(=N)N)o1;32.9148
Cc1cnc(NC(=O)CN(CC#N)C(=N)N)o1;10.57961
Cc1cnc(NC(=O)CN(CC#N)C(N)=O)o1;-52.81272
Cc1cnc(NC(=O)CN(CC#N)C(=O)CNC(=N)N)o1;-30.28494
Cc1cnc(NC(=O)CN(CC#N)C(=O)CNC(N)=O)o1;-93.97662
Cc1cnc(NC(=O)CN(CC(N)=O)C(=N)NC(=N)N)o1;-45.14718
Cc1cnc(NC(=O)CN(CC(N)=O)C(=N)N)o1;-70.41776
Cc1cnc(NC(=O)CN(CC(N)=O)C(N)=O)o1;-134.90932
Cc1cnc(NC(=O)CNC(=N)NC(=N)N)o1;-0.28681
Cc1cnc(NC(=O)CNC(=N)N)o1;-26.85703
Cc1cnc(NC(=O)CNC(N)=O)o1;-90.13211
Cc1cnc(NC(=O)CNC(=O)CNC(=N)NC(=N)N)o1;-46.88943
Cc1cnc(NC(=O)CNC(=O)CNC(=N)N)o1;-65.36233
Cc1cnc(NC(=O)CNC(=O)CNC(N)=O)o1;-130.09422
Cc1cnc(NC(=O)C(=O)Cc2ccccc2)o1;-54.10219
Cc1cnc(NC(=O)C(O)Cc2ccccc2)o1;-74.82342
Cc1cnc(NC(=O)C(O)CN(CCC#N)CCC#N)o1;-38.52991
Cc1cnc(NC(=O)C(O)CN(CCO)CCC#N)o1;-114.00579
Cc1cnc(NC(=O)C(O)CN(CCO)CC(=O)O)o1;-234.98767
Cc1cnc(NC(=O)C(=O)Nc2ncc(C)o2)o1;-76.11891
Cc1cnc(NC=O)o1;-43.01466
Cc1cnc[nH]1;28.12697
Cc1cnc(N)o1;-4.01141
Cc1c[nH]c(=O)[nH]c1=O;-79.38893
CC1C(N)=NC(=O)N1c1ncnc2[nH]cnc12;60.55323
CC1C(N)=NC(=O)N1c1[nH]cnc1C#N;51.31727
CC1C(N)=NC(=O)N1c1[nH]cnc1C(N)=O;-28.77431
CC1C(N)=NC(=O)N1c1[nH]cnc1C(=O)O;-72.6628
CC1C(N)=NC(=O)N1C(C#Cc1ccccc1)CO;10.65859
CC1C(N)=NC(=O)N1CCC#N;11.7494
CC1C(N)=NC(=O)N1CCC(=O)OCC(N)=O;-153.37037
CC1C(N)=NC(=O)N1CC(N)=O;-61.26424
CC1C(N)=NC(=O)N1CC(=O)O;-104.49981
Cc1coc(N)n1;-4.20422
Cc1nc2c3nc[nH]c3[nH]c(=O)n2c1Cc1ccccc1;53.6782
Cc1nc2c(N=CCOCC(OCc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C(N)=O)C(C)C#N;40.73164
Cc1nc2c(N)c(CO)ncn2c1Cc1ccccc1;27.36973
Cc1ncn(C=CC#N)c1NC(N)=O;36.30894
Cc1ncn(C=CC#N)c1NC=O;43.70741
Cc1ncn(C=CC#N)c1NC(=O)CN(CC#N)CCC#N;99.94287
Cc1ncn(C=CC#N)c1NC(=O)CN(CC#N)C(N)=O;27.12653
Cc1ncn(C=CC#N)c1NC(=O)CNC(N)=O;-9.06759
Cc1ncn(C=CC#N)c1NC(=O)C(O)Cc1ccccc1;10.33129
Cc1ncn(C(=N)N)c1NC=N;79.59904
Cc1ncn(C(=N)N)c1NC(N)=O;10.28903
Cc1ncn(C(=N)N)c1NC(=O)CN(CCC#N)C(N)=O;-3.51099
Cc1ncn(C(=N)N)c1NC(=O)CN(CC#N)CCC#N;74.46252
Cc1ncn(C(=N)N)c1NC(=O)CN(CC#N)C(N)=O;8.47584
Cc1ncn(C(=N)N)c1NC(=O)CNC(N)=O;-28.163
Cc1ncn(C(=N)N)c1NC(=O)C(O)Cc1ccccc1;-18.20966
Cc1nc[nH]c1N;33.11868
Cc1nc[nH]c1N=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12;26.81017
Cc1nc[nH]c1NCc1nc[nH]c1NC(=O)CCN(CC#N)C(C#Cc1ccccc1)CC#N;113.59899
Cc1nc[nH]c1NCCc1ccccc1;48.92551
Cc1nc[nH]c1N=CCc1ccccc1;69.72661
Cc1nc[nH]c1N=C(Cc1ccccc1)C(=O)O;-16.16104
Cc1nc[nH]c1N=CCc1cnc[nH]1;76.70143
Cc1nc[nH]c1N=CCCc1ccccc1;65.8336
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C(N)=O)C(C#N)CO;-4.58531
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CCC#N;45.42856
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)C(C)C#N;49.35028
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CCC(=O)O;-75.85167
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CC#N;54.50425
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)C(C#N)CC#N;80.64921
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)C(C#N)CO;3.58761
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CC(N)=O;-26.44217
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CC(=O)NCC#N;6.26927
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCN(C=O)CC(=O)O;-70.42293
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCNC(=O)CNC(=N)N;30.27938
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CCNC(=O)CNC(N)=O;-33.22628
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(C)O;18.16531
Cc1nc[nH]c1NC(C#Cc1ccccc1)COCC(O)C(N)=O;-34.44275
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN1CCC(N)=NC1=O;40.5261
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN1CC(N)=NC1=O;51.06707
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)CCc1ccccc1;110.99411
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)CCC#N;120.18786
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)CCC(N)=O;42.7138
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)CC(N)=O;48.86149
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)C(=N)N;111.67082
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC#N)C(N)=O;46.19708
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC(N)=O)CC(N)=O;-30.1334
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC(N)=O)C(=N)N;32.04831
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CCC(N)=O)C(N)=O;-35.97528
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC#N)CCC#N;125.63983
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC#N)CC(O)C(N)=O;5.92561
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC#N)C(=N)N;118.80843
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC#N)C(N)=O;53.11707
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC(N)=O)C(=N)N;40.68773
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CN(CC(N)=O)C(N)=O;-28.14509
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CNC(=N)N;83.35987
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CNC(=N)NC(=N)N;103.42238
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CNC(N)=O;18.3013
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CNC(=O)CNC(=N)N;39.59625
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)CNC(=O)CNC(N)=O;-22.15879
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)CO;5.39966
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)Cc1ccccc1;22.16825
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)Cc1ccccc1;36.00682
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(=O)Cc1ccccc1;56.38266
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)C(C)O;-48.98964
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)COCC(O)C(N)=O;-68.50076
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CNc1ncc(CO)o1;-33.11611
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CNc1ncco1;17.07036
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CNc1[nH]cnc1C#N;83.4636
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CNc1[nH]cnc1CO;-6.96141
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CCC#N)CCC#N;69.60555
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)CCC#N;76.97033
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)C(C)C#N;81.14621
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)CC#N;83.46384
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)CC(N)=O;6.35095
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)CCO;2.10734
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CC#N)CC(=O)O;-38.73258
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CCO)CCC#N;-6.01118
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CCO)CC(N)=O;-71.80507
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CN(CCO)CC(=O)O;-118.76949
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CO;-30.06019
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)CO;-45.54996
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)C(O)Cc1ccccc1;-30.07323
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCc1cnc[nH]1;4.79472
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(N)=O;-68.10185
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(O)C#N;-44.96278
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(O)C(N)=O;-121.55894
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(O)C(O)C#N;-98.23624
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(O)C(=O)O;-162.61609
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)COCC(=O)O;-108.6354
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)C(O)CO;-94.17496
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)C(O)C(O)CO;-143.71586
Cc1nc[nH]c1NC(C#Cc1ccccc1)C(O)C(O)C(O)C(O)C(O)CO;-191.10187
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CSCC(O)C(N)=O;-83.59045
Cc1nc[nH]c1N(CC#Cc1ccccc1)C(=O)C(O)CSCC(O)C(=O)O;-120.15558
Cc1nc[nH]c1N=CC(Cc1ccccc1)N(CCC=O)CCC=O;4.1671
Cc1nc[nH]c1N=CC(Cc1ccccc1)N(CCC=O)C(C=O)C=O;-18.56207
Cc1nc[nH]c1N=CC(Cc1ccccc1)N(CCC=O)C(=N)N;54.11908
Cc1nc[nH]c1N=CC(Cc1ccccc1)N(CC=O)CCC=O;8.0333
Cc1nc[nH]c1N=CC(Cc1ccccc1)N(CC=O)C(=N)N;57.93615
Cc1nc[nH]c1NCC(Cc1ccccc1)NC(=N)N;60.67891
Cc1nc[nH]c1N=CC(Cc1ccccc1)NC(=N)N;84.75505
Cc1nc[nH]c1N=CCCC1(C#N)C(N)=NC(=O)N1CCC#N;88.27555
Cc1nc[nH]c1N=CCCC1(C#N)NC(=O)N=C1N;63.08934
Cc1nc[nH]c1NC(C)C#Cc1ccccc1;103.25712
Cc1nc[nH]c1N=CC(=CCc1ccccc1)c1ccccc1;103.71467
Cc1nc[nH]c1N=CC(=CC(=CCO)c1ccccc1)c1ccccc1;66.27612
Cc1nc[nH]c1N=CCCC(C#N)(C#N)N1CCC(N)=NC1=O;87.7391
Cc1nc[nH]c1N=CCCC(C#N)(C#N)N(CCC#N)CCC#N;167.89789
Cc1nc[nH]c1N=CCCC(C#N)(C#N)N(CCC#N)C(N)=O;97.52748
Cc1nc[nH]c1NCCCC(C#N)(C#N)NC(N)=O;40.42407
Cc1nc[nH]c1N=CCCC(C#N)(C#N)NC(N)=O;65.06726
Cc1nc[nH]c1N=CC(CC(C#N)(C#N)NC(N)=O)C(O)C(=O)O;-66.7677
Cc1nc[nH]c1N=CC(=CC(C)O)c1ccccc1;31.26334
Cc1nc[nH]c1N=CCCC(C(=O)O)N(CCC(=O)O)CCC(=O)O;-238.59446
Cc1nc[nH]c1NCCCC#N;49.87829
Cc1nc[nH]c1N=CCCC#N;72.47286
Cc1nc[nH]c1N=CCCC(N)=O;-4.17891
Cc1nc[nH]c1N=CCCC=O;12.38672
Cc1nc[nH]c1N=CC(=CCO)c1ccccc1;36.76931
Cc1nc[nH]c1N=CC(=CC(O)Cc1ccccc1)c1ccccc1;50.30256
Cc1nc[nH]c1N=CC(CC=O)N(CCC=O)CCC=O;-45.23111
Cc1nc[nH]c1N=CCC(C=O)N(CCC=O)CCC=O;-46.12429
Cc1nc[nH]c1N=CCC(C=O)N(CCC=O)C(=N)N;0.86247
Cc1nc[nH]c1N=CC(CC=O)N(CCC=O)C(=N)N;2.49519
Cc1nc[nH]c1N=CCC(C=O)N(CC=O)CCC=O;-41.06445
Cc1nc[nH]c1N=CC(CC=O)N(CC=O)CCC=O;-42.03439
Cc1nc[nH]c1N=CCC(C=O)N(CC=O)C(=N)N;12.2821
Cc1nc[nH]c1N=CC(CC=O)N(CC=O)C(=N)N;9.3072
Cc1nc[nH]c1N=CC(CC=O)NC(=N)N;33.72341
Cc1nc[nH]c1N=CCC(C=O)NC(=N)N;39.69786
Cc1nc[nH]c1N=CCCC(=O)O;-48.86355
Cc1nc[nH]c1NCCC#N;56.37174
Cc1nc[nH]c1NC(C)C#N;58.78714
Cc1nc[nH]c1NC=CC#N;74.90397
Cc1nc[nH]c1N=CCCN(CCc1ccccc1)c1[nH]cnc1C=O;67.2515
Cc1nc[nH]c1N(C=CC#N)CC#Cc1ccccc1;151.60437
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)CCC#N;170.52435
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)CC#N;176.13328
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)CC(N)=O;99.85921
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)C(C)O;94.72981
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)CO;102.07617
Cc1nc[nH]c1N(C=CC#N)C(C#Cc1ccccc1)C(O)CO;53.10547
Cc1nc[nH]c1N(C=CC#N)C(C)C#Cc1ccccc1;147.7439
Cc1nc[nH]c1N(CCC#N)CCC#N;84.68642
Cc1nc[nH]c1N(C=CC#N)CCC#N;99.89097
Cc1nc[nH]c1N=CCCN(CCC=O)c1ncnc2[nH]cnc12;80.2296
Cc1nc[nH]c1N=CCCN(CCC=O)c1[nH]cnc1C=O;13.90201
Cc1nc[nH]c1N=CCCN(CCC=O)CCC=O;-17.37406
Cc1nc[nH]c1N=CCCN(CCC=O)C(C=O)Cc1ccccc1;4.58436
Cc1nc[nH]c1N=CCCN(CCC=O)C(C=O)CC=O;-46.50733
Cc1nc[nH]c1N=CCCN(CCC=O)C(C=O)C=O;-40.41863
Cc1nc[nH]c1N=CCCN(CCC=O)C(=N)N;33.75146
Cc1nc[nH]c1N(C=CC#N)CC#N;109.4399
Cc1nc[nH]c1N=CCCN(CC=O)c1ncnc2[nH]cnc12;84.7889
Cc1nc[nH]c1N=CCCN(CC=O)c1[nH]cnc1C=O;21.88773
Cc1nc[nH]c1N=CCCN(CC=O)CCc1ccccc1;37.39368
Cc1nc[nH]c1N=CCCN(CC=O)CCC=O;-13.58228
Cc1nc[nH]c1N=CCCN(CC=O)CC=O;-7.63591
Cc1nc[nH]c1N=CCCN(CC=O)C(C=O)Cc1ccccc1;8.09057
Cc1nc[nH]c1N=CCCN(CC=O)C(C=O)CC=O;-41.30022
Cc1nc[nH]c1N=CCCN(CC=O)C(=N)N;38.16394
Cc1nc[nH]c1N(C=CC#N)CC(O)C(N)=O;-22.6907
Cc1nc[nH]c1N(CCC#N)CC(O)C(N)=O;-38.22336
Cc1nc[nH]c1N=CCCN(C(C=O)C=O)C(C=O)Cc1ccccc1;-18.2179
Cc1nc[nH]c1N(C=CC#N)CC(O)C(=O)O;-65.53577
Cc1nc[nH]c1N(CCC#N)CC(O)C(=O)O;-81.20672
Cc1nc[nH]c1N(C=CC#N)CC(O)C(=O)OCC(N)=O;-106.29591
Cc1nc[nH]c1N(CCC#N)CC(O)C(=O)OCC(N)=O;-121.92996
Cc1nc[nH]c1NCCCNC(=N)N;41.5622
Cc1nc[nH]c1N=CCCNC(=N)N;63.52224
Cc1nc[nH]c1N=CC(C)NC(=N)N;67.55377
Cc1nc[nH]c1N=CCCN(C(=N)N)C(C=O)Cc1ccccc1;55.32388
Cc1nc[nH]c1N=CCCN(C(=N)N)C(C=O)CC=O;-3.55266
Cc1nc[nH]c1N=CC(CNC(=N)N)C(O)C(=CCO)c1ccccc1;-1.15463
Cc1nc[nH]c1N=CC(CNC(=N)N)C(O)(CO)C(O)CO;-136.64673
Cc1nc[nH]c1N=CC(CNC(=N)N)C(O)C(=O)O;-73.26895
Cc1nc[nH]c1N(CCC#N)C(N)=O;10.22636
Cc1nc[nH]c1N(CCC#N)C(=O)c1ncnc(NC(=N)N)c1NC(=N)N;104.86317
Cc1nc[nH]c1N(CCC#N)C(=O)c1ncnc(NC(N)=O)c1NC(N)=O;-25.31439
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1N(CCC#N)CCC#N;102.00947
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1N(CCC#N)C(N)=O;32.70762
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1N(CC#N)CCC#N;106.25976
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1N(CC#N)C(N)=O;36.34401
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1NC(N)=O;2.45778
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1NC(=O)CNC(=N)N;25.0508
Cc1nc[nH]c1N(CCC#N)C(=O)c1nc[nH]c1NC(=O)CNC(N)=O;-42.96176
Cc1nc[nH]c1N(CCC#N)C(=O)C(Cc1ccccc1)NC(=N)N;46.7044
Cc1nc[nH]c1N(CCC#N)C(=O)C(Cc1ccccc1)NC(=N)NC(=N)N;63.18438
Cc1nc[nH]c1N(CCC#N)C(=O)C(Cc1ccccc1)NC(N)=O;-18.49244
Cc1nc[nH]c1N(CCC#N)C(=O)C(Cc1ccccc1)NC(=O)CNC(=N)N;1.34039
Cc1nc[nH]c1N(CCC#N)C(=O)C(Cc1ccccc1)NC(=O)CNC(N)=O;-69.15502
Cc1nc[nH]c1N(CCC#N)C(=O)CC(C#Cc1ccccc1)N(CC#N)CC#N;150.72616
Cc1nc[nH]c1N(CCC#N)C(=O)CCC(=O)N(CCC#N)c1[nH]cnc1C;22.97642
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#Cc1ccccc1)CCC#N;115.48001
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#Cc1ccccc1)C(C)C#N;117.70203
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#Cc1ccccc1)CCC(N)=O;32.17544
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#Cc1ccccc1)C(C#N)CO;72.36158
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#Cc1ccccc1)CC(N)=O;41.51429
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(C)C#Cc1ccccc1;113.33285
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CCC#N;64.31636
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(C)C#N;67.53283
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(CC#N)C(N)=O;23.03757
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CCC(N)=O;-11.05621
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(CC(N)=O)C(N)=O;-59.72555
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CCC(=O)O;-59.38418
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(CC(=O)O)C(=O)O;-148.43847
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(C#N)Cc1ccccc1;87.76266
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(C#N)CC#N;98.50028
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(C#N)CO;20.01889
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(N)=O;-7.2258
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(O)C(N)=O;-51.42538
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(O)C(=O)O;-100.11049
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(=O)NCCC#N;18.61292
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(=O)NCC#N;19.06724
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(=O)NCC(N)=O;-54.08702
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(=O)NCC(=O)O;-103.19075
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)CC(=O)O;-49.45602
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(=N)N;57.6702
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(=N)NC(=N)N;74.85069
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC#N)C(N)=O;-9.38097
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(N)=O)CC(O)C(N)=O;-134.97923
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(N)=O)CC(O)C(=O)O;-185.34347
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(N)=O)C(=N)N;-22.45509
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(N)=O)C(=N)NC(=N)N;-1.12669
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(N)=O)C(N)=O;-86.02509
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(=O)O)CC(O)C(N)=O;-182.50001
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(=O)O)CC(O)C(=O)O;-225.95802
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(=O)O)C(=N)N;-67.6417
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(=O)O)C(=N)NC(=N)N;-47.92625
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CCC(=O)O)C(N)=O;-140.62768
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)CC#Cc1ccccc1;118.81566
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)C(C#Cc1ccccc1)CO;68.54616
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)C(C)C#Cc1ccccc1;117.65873
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)CCC#N;68.51676
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)CC(O)C(N)=O;-48.32552
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)CC(O)C(=O)O;-96.94337
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)C(=N)N;61.94743
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)C(=N)NC(=N)N;75.88282
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC#N)C(N)=O;-0.98952
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(N)=O)CC(O)C(N)=O;-131.26848
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(N)=O)CC(O)C(=O)O;-170.49352
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(N)=O)C(=N)N;-15.94655
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(N)=O)C(=N)NC(=N)N;1.79184
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(N)=O)C(N)=O;-88.73937
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(N)=O)C(C)C#N;-57.33051
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(N)=O)C(C#N)CC#N;-27.84434
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(N)=O)C(C#N)CO;-105.78359
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(=O)O)C(C)C#N;-101.1497
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(=O)O)C(C#N)CC#N;-65.9476
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(O)C(=O)O)C(C#N)CO;-147.98355
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCCC#N)C(=N)N;11.8001
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCCC#N)C(N)=O;-64.34636
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC#N)C(=N)N;18.02881
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC#N)C(N)=O;-48.05175
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC(N)=O)C(=N)N;-61.22879
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC(N)=O)C(N)=O;-126.28882
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC(=O)O)C(=N)N;-109.24356
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)NCC(=O)O)C(N)=O;-177.27685
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)O)CC(O)C(N)=O;-171.14562
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)O)C(=N)N;-62.51642
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)O)C(=N)NC(=N)N;-53.05242
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(CC(=O)O)C(N)=O;-124.17116
Cc1nc[nH]c1N(CCC#N)C(=O)CCNC(=N)N;24.92447
Cc1nc[nH]c1N(CCC#N)C(=O)CCN(C(=N)N)C(C)C#N;58.52064
