smiles;Kin (i.e. how many reactions give this molecule);Kout (i.e. how many reactions use this molecule as substrate)
N#CCCN(CC(=O)O)C(=O)CN=CC(O)CNC(=N)N;1;1
N#CCCC(C#N)NC(=O)CCNC(=O)CNC(N)=O;1;1
N#CCCNC(=S)CCC(=S)NCCC#N;1;1
NC(=O)CN(CCO)CCC(N)=S;1;2
NC(=O)CCC=NC(C(N)=O)C(=CCO)c1ccccc1;1;1
CC(CO)=NC(C(N)=O)C(O)CO;1;0
N#CCCNCCCC(C#N)(C#N)N(CCC#N)CCC#N;1;15
CC(=O)C=Nc1ncc(Cc2ccccc2)o1;1;1
CC(C#N)N(CCC(=O)O)C(=O)c1nc[nH]c1NC(N)=O;1;10
CC(O)(CO)C(C=O)CC1(C#N)NC(=O)N=C1N;1;10
N#CC=CN(CCC(=O)O)c1[nH]cnc1Cc1ccccc1;1;0
NC(=O)C=CNCC(=O)NC(CO)C(=O)O;1;0
N=C(N)NCCC(=O)N(CC(N)=O)CC(N)=O;1;0
N#CC=Cn1cncc1COC(=O)CN(CC#N)CCC#N;2;1
CSCCC(=O)N(CCO)c1cc[nH]c(=O)n1;1;6
N=C(N)NCC(NC(CO)C(N)=S)C(N)=S;1;2
CC(C#N)N(CCC(=O)N(CC#N)C(C#N)CO)C(=N)N;1;4
N#CC(C#N)(CCC=Nc1ncc(CO)o1)NC(N)=O;1;1
Cc1nc[nH]c1N(CCC#N)C(=O)CN(CC#N)C(=N)N;1;4
CSCCC(=O)N(CCC(N)=O)CC(O)C(O)CO;1;1
NC(=O)NCC(=O)NCCC(=O)O;8;4
N#CCNC(=O)CN(CC(O)CO)C(N)=O;1;4
N#CCCNC(=O)CN(CC#N)C(=O)CNC(N)=O;3;1
N#CC(NC(N)=O)C(O)COC(=O)Cc1ccccc1;1;7
NC(=O)CCN(CCC(N)=O)CCc1ccccc1;1;2
CC(O)C=C(C=NCC(=O)NCCC#N)c1ccccc1;1;1
CC(C(=O)O)N(CCC#N)CCC(=O)OCC(N)=O;1;7
CC(NC(CCO)=C(O)C#N)C(=O)O;1;0
O=c1[nH]c(NCCc2ccccc2)nc2[nH]cnc12;1;6
N=C(N)NCCC(=O)NC(CO)C(O)CO;1;0
CSCCCNC(C)C#N;1;14
N#CCC(C#N)N(C(=O)CNC=O)C(C#N)CO;1;3
N#CC=CNc1[nH]cnc1C(=CCO)c1ccccc1;2;0
CC=C(c1ccccc1)C(C#N)NC(=O)CN=C(C)C(=O)O;1;0
N#CCCN(CC(=O)NC(C#N)C(O)CO)C(=N)N;1;4
Cc1cnc(NC(=O)C(O)Cc2ccccc2)o1;1;4
N#CCCN(CC#N)C(=O)CCNC(CO)C(=O)O;1;13
O=C(O)CC(NC(C(=O)O)C(O)CO)C(=O)O;2;5
NC(=O)CNC(=O)c1ncnc(NC(N)=O)c1NC(N)=O;1;1
CC(NCC(=O)N(CC#N)CC(N)=O)=C(O)C#N;1;0
N#CC(C(=O)O)N(CCC(=O)O)C(=O)CCNC(=N)N;1;3
CC(NCCC(=O)N(CCO)CC(=O)O)C(=O)O;3;10
C=CC(=O)OC(Cc1ccccc1)C(=O)N(CC)CC#N;1;10
C=C(c1ccccc1)C(Nc1cc[nH]c(=O)n1)C(=O)O;1;4
CSCCc1nc(N)nc(NC(C)C#N)n1;10;3
CC(C#N)NC(=O)CCNC(=O)CNC(N)=O;1;1
COC(=O)CCN(C=O)CC(=O)N(CCC#N)CC(=O)O;1;17
C=C(c1ccccc1)C(NC(C#N)CCSC)C(=O)O;1;9
O=C1CNC(=O)N1;2;0
COC(=O)CCN(CC#N)C(=O)CNC(N)=O;2;18
N#CCCN(CCc1nc(N)nc(N)n1)CC(=O)O;2;19
N#CC(COC(=O)CC1NC(=O)NC1=O)NC(N)=O;1;5
N=C(N)NC(=N)N(CCC=O)C(C=O)CC=O;1;4
C=CC=NCC(=O)N(CCC(N)=O)CC(N)=O;1;1
CCN(C(=O)CN(CCC#N)C(=N)N)c1cc[nH]c(=O)n1;1;5
CC(O)C=NC(C#N)C(O)C(O)C(O)C(O)CO;1;1
CSCCC(=O)N(CCC(=O)O)c1cc[nH]c(=O)n1;2;8
N#CCCN(C(=O)CN(C=O)CC#N)C(C#N)CC#N;1;2
OCC(CO)Nc1ncco1;1;8
C=CC(C#N)NCC(=O)NC(C#N)CO;1;10
C=C(c1ccccc1)C(NC(=O)CNC(=O)CN)C(=O)O;1;31
N#CCCNCCC(=O)OC(Cc1ccccc1)C(N)=O;1;14
CC(O)C(=O)OCC(C#N)N(CCC#N)C(N)=O;1;6
CSCCC(=O)Nc1[nH]cnc1C#N;1;8
CCN(C(=O)C(=O)Cc1ccccc1)C(C)C#N;1;12
CC(C#N)N(CCc1ccccc1)C(=O)CNC(=N)N;1;4
N#CCCN(CC#N)CC(=O)N(CCC(=O)O)CC(N)=O;1;6
N=C(N)N(CCC(=O)NCC(N)=O)CC(N)=O;1;0
N#CCCN(CC(=O)NC(C(N)=O)C(O)CO)C(=N)N;1;4
N#CCN(C(=O)CN=CC(=O)O)C(C#N)CO;1;1
CC=Nc1ncnc2[nH]cnc12;1;1
CC(C#N)N=CCCC#N;1;1
CC(C#N)NC(=O)CCN(C=CC#N)C(C#N)CO;1;0
CC(NCC(=O)N(CC(=O)O)C(C)C#N)=C(O)C#N;1;0
Cc1cnc(N=CC(=CC(C)O)c2ccccc2)o1;1;1
N#CCN(C(=O)CN1CC(N)=NC1=O)c1[nH]cnc1C#N;2;4
NC(=O)C(O)CNc1ncnc2[nH]cnc12;1;7
CC(CO)=NCC(=O)N(CCC#N)C(C#N)CC#N;1;0
CCN(CC(=O)N(CC#N)CC#N)C(=N)NC(=N)N;1;1
CCNc1[nH]cnc1C(=S)NCC(=O)N(CC)CC#N;1;2
CC(C#N)N(C=O)CCC(=O)Nc1[nH]cnc1CC(=O)O;1;4
CSCCC(=O)Nc1ncnc(C#N)c1NC(N)=O;1;2
N#CCCC(C#N)NC(=O)CCNC(N)=O;1;1
N#CCCN(C=O)CCC(=O)N(CCC#N)CCC(N)=O;1;2
N#CCCNC(=O)CNC(=S)c1nc[nH]c1N;1;2
N#CC(CCNC(=N)N)NC(C#N)Cc1ccccc1;1;7
N#CCCN(CC(=O)NCC(=O)NCC(N)=O)C(=O)CN;1;31
NC(=O)C(NC=O)C(O)C(O)CO;1;2
O=C(CNC(=S)C(O)CO)NC(CO)C(=O)O;1;0
N#CC(CO)NCCC(=O)N(CC(=O)O)CC(=O)O;1;13
CC(N=Cc1ncnc2[nH]c(=O)c(=O)[nH]c12)C(N)=O;1;1
N#CCCN(CCC#N)CC(=O)N(CCO)C(C#N)CO;1;6
N#CCN(CCO)C(=O)c1ncn(C(=N)N)c1NC(N)=O;1;2
N#CCCN(CCC#N)C(=O)CN=CCCc1ccccc1;1;1
CC(C#N)N(C(=O)CN)C(Cc1ccccc1)C(=O)O;1;34
NC(=O)NCC(=O)Nc1[nH]cnc1CO;1;6
CCN(CC(=O)OC)C(=O)CN(CCC#N)CCC#N;1;19
N#CCCNc1ncnc(C#N)c1NCCC#N;2;11
N#CCCN(C(=O)CNC(=O)CN)C(C#N)CO;1;29
NC(=S)CNc1[nH]cnc1CC(=O)O;1;3
O=C(O)c1[nH]c(=O)[nH]c1NC(Cc1ccccc1)C(=O)O;1;5
C=C(C#N)N=C(CO)CO;2;0
C=CC(N=CC(=O)CCO)C(N)=O;1;1
CCN(CCC#N)C(=O)CCNC(=O)CNC(N)=O;1;1
CC(C#N)NC(=O)CCN(CCC#N)C(=N)N;1;2
C=CC=NC(C#N)C(=CCc1ccccc1)c1ccccc1;1;1
O=C(O)CCN(CCO)CC(=O)O;2;1
N#CC(CO)N(CCO)C(=O)CNC(=N)N;1;3
COC(=O)CC(=O)OC;1;17
N=C(N)NC(=N)N(CCO)CCC(N)=O;1;1
CC(O)CNc1nc2[nH]cnc2c(=O)[nH]1;1;6
N#CCN(CC(=O)O)C(=O)CN=CC(O)C(O)CO;1;1
N#CC=CNCC(=O)N(CC(N)=O)CC(=O)O;2;0
CC(C(=O)O)N(CC#N)C(=O)c1nc[nH]c1NC(N)=O;1;10
CC(NC(=O)CCNC(N)=O)C(=O)O;1;4
NC(=S)C(CCC(NC=O)C(N)=S)NC=O;1;0
CC=C(C=NCCC(N)=O)c1ccccc1;1;1
C=CC(C#N)NC(=O)CN=CC(C)NC(=N)N;1;1
N#CCC(C#N)NCCC(=O)N(CC(N)=O)CC(=O)O;1;12
N#CCN(CCO)C(=O)CNC(=S)C(O)C(O)CO;1;1
N#CCCN(CC#N)CCC(=O)OCC(N)=O;2;6
N#CCN(CC(O)Cc1ccccc1)C(=O)CNC(=N)N;1;4
N#CCNC(=CC(=O)OCC(N)=O)C(=O)OCC(N)=O;1;3
N#CC(=N)Nc1[nH]cnc1CO;1;0
N#CCC(C#N)N=CC(CO)CNC(=N)N;1;1
CC(=O)C=Nc1ccn(C2OCC(O)C2O)c(=O)n1;1;1
N#CCCNC(=O)CN(CC(N)=O)C(N)=O;1;1
CCN(CC(=O)NCC#N)C(=O)C(=O)Cc1ccccc1;1;11
N#CCCC(C#N)N=CC(=O)CC(O)Cc1ccccc1;1;1
CC(NCC(=O)O)C(=S)NCC(=O)NCCC#N;1;1
N#CCCN(CCc1ccccc1)c1ncco1;1;7
NC(=O)Nc1ncnc2c(N=CC(=O)O)nc(=O)[nH]c12;1;1
NC(=O)C(CO)NC(=O)CN=CC(O)C(O)CO;1;1
N#CC(NC(C(N)=O)C(N)=O)C(=CCO)c1ccccc1;1;5
N#CCN(CC#N)C(=O)CNC(C#N)C(O)CO;1;10
O=C(O)C(NC(CO)C(=O)O)=C(C(=O)O)C(O)C(=O)O;1;0
NC(=O)CNC(C(N)=O)C(O)Cc1ccccc1;2;8
N#CCCN(CC#N)CCC(=O)NC(C(=O)O)C(O)CO;1;7
CSCCC(=O)N(CC(N)=S)c1cc[nH]c(=O)n1;1;4
CC(=S)NCC(=O)N(CC#N)CC(=O)NCC(=O)O;1;1
N#CCCN(CC#N)C(CO)C(=O)O;1;5
CSCCC(C#N)NC(=O)CCNC(C)C(=O)O;1;14
NC(=S)CCN(CC(=O)O)C(CC(=O)O)C(=O)O;1;2
N#CCN(CC(N)=O)C(=O)CN=CCO;1;1
CCN(CCC#N)C(=O)CCNC(C)C#N;1;14
CC(C#N)N(CCC(=O)Nc1ncco1)C(N)=O;1;3
CC(O)C(=O)N(c1ncco1)C(C)C#N;1;9
N#CCC(C#N)NC(C#N)Cc1ccccc1;3;14
N#CCCC(C#N)NC(=O)CCN(CCC#N)C(=N)N;1;2
N#Cc1ncnc(NCC(O)C(O)CO)c1NC(N)=O;1;11
N#CCCN(CC(N)=O)C(=O)CN(C=O)CC#N;1;2
N#CC(CO)N(CC(=O)NCC(N)=O)C(=O)CN;1;29
N#CCCN(C(N)=O)C(C#N)C(=CCO)c1ccccc1;1;4
N#CCCN(CC#N)C(=O)CNC(=S)C(O)CC(N)=O;1;1
CSCCCNC(C#N)CC#N;1;13
CC(O)C=NCC(=O)NC(C)C(=O)O;1;1
CCN(CCC(=O)O)C(=O)CCN(C=O)CCC(N)=O;1;1
N#CCCN(CC#N)C(=O)CNC(=S)C(O)C(=O)O;1;1
CCN(C(=O)CCNC(=N)N)C(C#N)CO;1;3
CC(O)C=Nc1[nH]cnc1C#N;1;1
CC(NC(=O)CCNC(CC(=O)O)C(=O)O)C(=O)O;1;12
N#CCCN(CCC(=O)OC(CC(N)=O)C(N)=O)C(=N)N;2;3
CC(C#N)N(CCC(=O)O)C(=O)CN;3;33
N#CCCN(CC#N)CC(=O)N(CC#N)CCC#N;2;4
O=C(CO)C(O)CO;3;14
COC(=O)C(Cc1ccccc1)=NC(C(N)=O)C(=O)O;1;13
Cc1nc[nH]c1N=CC(=O)O;1;1
C=C(c1ccccc1)C(O)C#N;1;5
O=c1nc(N=CC(O)Cc2ccccc2)cc[nH]1;1;1
N#Cc1nc[nH]c1N;12;16
N#CCN(CCC(N)=O)C(=O)CNC(=S)CNC(=N)N;1;1
CSCCC=NC(C)C(=O)SC;1;0
O=C(O)CN=C(CO)CO;1;0
CC(N)C(=O)N(CC(N)=O)CC(=O)NCC(=O)O;1;29
N#CNC=N;2;0
N=C(N)N(CCC(=O)O)CCC(=O)NCC(N)=O;1;0
N#CCC(C#N)NC(=O)CNC(=O)CNCCO;1;13
N#CC=CN(CCNC(=N)N)CCC(N)=O;1;0
CC(=O)C=NCC(=O)N(CC(=O)O)CC(=O)O;1;1
N=C(N)NCCCNc1ncnc2[nH]c(=O)[nH]c12;1;3
COC(=O)CCN(CC(=O)NC(C#N)CO)C(=N)N;1;17
N#CCN(CC#N)C(=O)CCNC(=O)CNC(N)=O;1;1
CC(C#N)N(CC#N)C(=O)CCN(CCC#N)CC(N)=O;1;2
COC(=O)CC(NCCC(N)=O)C(=O)OC;2;16
NC(=S)CCN(C=O)c1ncnc2[nH]cnc12;1;2
N#CCN(CCO)C(=O)CN=CCO;1;1
CCN(CC(=O)N(CC#N)CC(=O)O)C(=O)C(N)CO;1;32
N#CC(NC(N)=O)C(O)C(O)C(O)C(O)CO;1;2
CC(C#N)N(CCC#N)CCC(=O)NCC#N;2;4
N#CCC(C#N)N(CC#N)C(=O)CN=CCc1cnc[nH]1;1;1
CCN(C(=O)CN(CC#N)C(=N)N)c1[nH]cnc1C#N;1;4
CC(C#N)N(C=O)C(C)C#N;1;2
N#CCN(C=O)CCC(=O)N(CC#N)CC(O)C(O)CO;1;3
N#CC(N=CCCc1ccccc1)C(O)C(O)CO;1;1
O=C(O)CCNC(Cc1ccccc1)C(=O)O;14;11
CC1OC2N=C(NC(C#N)C(O)C(O)CO)OC2C1O;1;4
CSC(=O)C(C)OC(=O)CCN(CC#N)C(=N)N;1;0
N=C(N)n1cnc(CC(N)=O)c1NC(=O)CNC(N)=O;1;1
C=CC(C#N)N(CC(N)=O)C(=O)CN1CCC(N)=NC1=O;1;0
C=CC(C#N)NC(=O)CNC(=S)CNC(N)=O;1;1
N#CCCN(CC(=O)OCc1cncn1C(=N)N)C(N)=O;1;4
C=CC(Nc1cc[nH]c(=O)n1)C(=O)O;1;4
N#CCNC(=O)CN(C=O)CCC(=O)NC(CO)C(N)=O;1;3
C=CC(O)C(C=NCCC(=O)O)CNC(=N)N;1;1
CC(NC(=O)CNC(=S)c1[nH]c(=O)[nH]c1N)C(=O)O;1;0
CC(O)C(C#N)NC(=O)CCN(CC#N)CCC#N;1;6
NC(=O)COC(=O)C(Cc1ccccc1)=NCCC(=O)O;1;3
N=C(N)NCC(O)C=NC(Cc1ccccc1)C(=O)O;1;1
N#CC(CO)N(C=O)CCC(=O)NC(CO)C(O)CO;1;3
N#Cc1ncnc(N=CCCC(=O)O)c1NC(N)=O;1;1
N#CCN(C=O)CC(=O)NC(C#N)Cc1ccccc1;1;3
C=CC=Nc1ncco1;1;1
C=C(c1ccccc1)C(C(N)=O)N(CC(N)=O)C(N)=O;1;1
N#CCN(CCO)C(=O)CCN(CCC(N)=O)C(N)=O;1;3
NCC(=O)NC(C(N)=S)C(O)Cc1ccccc1;1;4
CCN(C(=O)CNC(=O)C(N)CO)C(C#N)CC#N;1;30
CC(O)C(C#N)NC(CC(=O)O)C(=O)O;1;8
CC(C(=O)O)N(CCC#N)C(=O)c1nc[nH]c1NC(N)=O;1;10
N#CCN(CC(=O)NC(C#N)CO)C(=O)CCNC(N)=O;1;3
CC(O)C(=O)N(CC(N)=O)C(C)C#N;1;4
N#CC(CO)N(CC(N)=O)C(=O)CN1CC(N)=NC1=O;2;1
N#CCN(CC(=O)N(CC#N)CC(O)CO)C(N)=O;1;4
NC(=O)N(CCC(N)=S)c1[nH]c(=O)[nH]c1C(N)=S;1;2
CC(N)C(=O)N(CCO)CCC(N)=O;1;28
N=C(N)N(CCC(=O)O)CCC(=O)NCCC(N)=O;1;0
CCN(CC#N)C(=O)CCN(C=O)CC(=O)NCC(=O)O;1;2
N#CCCN(CCO)c1cc[nH]c(=O)n1;1;9
O=C(O)CCNc1c(C(=O)O)nc[nH]c1=O;2;6
N=C(N)NCCC(=O)N(CC(=O)O)CC(O)C(O)CO;1;0
NC(=O)C(Cc1ccccc1)NC(CO)C(O)CO;1;11
C=C(c1ccccc1)C(O)C(=O)N(CC#N)CC(N)=O;1;4
CC(C#N)NC(=O)CN=CC(=O)CCO;1;1
C=C(c1ccccc1)C(O)C(=O)NCC(=O)NCC#N;1;6
N#CCCN=CC(CO)NC(=N)N;1;1
N#CCNC(=O)CN(CC#N)C(=O)CNC=O;1;2
N#CC(NCC(=O)N(CC(N)=O)CC(=O)O)C(=O)O;1;7
N#CC(NCC(=O)N(CC(N)=O)CC(N)=O)C(=O)O;1;7
N=CNc1ncc(CO)o1;2;1
C=CC(C#N)NC(=O)CN=C(CO)C(O)CO;1;0
C=C(c1ccccc1)C(C(N)=S)N(CC(=O)O)C(N)=O;1;3
CC(C(N)=O)N(CCC#N)C(=O)CNC(=N)NC(=N)N;1;1
C=C(C=NC(C#N)CO)c1ccccc1;1;1
COC(=O)CCN(CC(=O)O)C(=O)C(C)N;1;28
C=Cc1nc(N)nc(NC2=NC3OCC(O)C3O2)n1;1;18
N#CCN(CC(=O)NCC(N)=O)C(=O)CN=CCO;1;1
N#CCN(CC#N)C(=O)CCNC(C#N)CO;1;13
CC=NC(C)C(=O)SC;1;0
NC(=O)CNC(=O)c1nc[nH]c1NC(N)=O;1;5
NC(=O)CC(C(N)=O)N1CC(N)=NC1=O;1;0
N#CC(CO)NC(=O)CNC(CO)C(O)CO;1;13
CSC(=O)C(O)CCO;1;1
CC(NC(=O)CCN(C(=N)N)C(C#N)CC#N)C(N)=O;2;2
O=C(C=Nc1ncnc2[nH]cnc12)CCO;1;1
CC(O)C(=O)N(CCC(N)=O)c1cc[nH]c(=O)n1;1;5
CC(NC(=O)CCN(CCC#N)CC(=O)O)C(N)=O;1;6
CC(=O)C=NCC(=O)N(CCO)CC(=O)O;1;1
N#CC=CN(CC(N)=O)CC(=O)NCC(=O)O;1;0
N#CCc1nc[nH]c1N=CCCC(=O)O;1;1
N#CCCN(CC(N)=O)C(=N)N;1;2
O=C1CCN(CC(=O)OCc2cnc[nH]2)C(=O)N1;1;9
C=CC=C(C=C(C(=O)CO)c1ccccc1)c1ccccc1;1;3
CSCCC(C#N)Nc1[nH]c(=O)[nH]c1C(=O)O;1;7
N=C(N)NCCC=Nc1[nH]c(=O)[nH]c1C(=O)O;1;1
CC(C#N)N(CC(=O)NC(C#N)Cc1ccccc1)C(=N)N;1;3
O=c1nc(N=CCc2cnc[nH]2)cc[nH]1;1;1
N#CC(CO)N(CC(N)=O)C(=O)CNC(=S)CO;1;1
N#CC=CN(CC#N)CC(O)C(O)CO;1;0
CC=C(c1ccccc1)C(C#N)NCC(=O)NCC(=O)O;1;12
N#CCCNC(=O)CN(CCC(N)=O)C(=N)N;1;2
N=CNC(Cc1ccccc1)C(=O)NC(CO)C(=O)O;2;1
COC(=O)CN(CCC(N)=O)c1[nH]cnc1C(=O)OC;2;21
CSCCC(=O)NCC(=O)NCC(=O)OCC(N)=O;1;4
N#CCCN(CC#N)CCC(=O)N(CC(N)=O)CC(=O)O;1;6
N#CCCN(CCC(=O)N(CC#N)CC(=O)O)C(=N)N;1;3
CC(C)=NC(CO)C(O)CO;1;0
CCC(=S)NCC(=O)NC(C)C(N)=O;1;0
CSCCCNCC(=O)N(CCC#N)CCC#N;1;15
N#CCCCNC(C#N)C(O)C(O)CO;1;9
N#CCN=CC(CO)(CO)CC(C#N)(C#N)NC(N)=O;1;1
N#CCCn1c(C#N)c(NC(=O)CNC(=N)N)[nH]c1=O;1;2
CC(=NCC(=O)NC(C#N)Cc1ccccc1)C(=O)O;1;0
NC(=O)C(CO)NC(=O)CN=CCc1cnc[nH]1;1;1
N#CCN(C(=O)CCN(C=O)CCC(N)=O)c1ncco1;1;5
N#CCCN(CC(O)CO)C(Cc1ccccc1)C(N)=O;1;7
COC(=O)CCN(CCC(N)=S)C(=N)N;1;0
CC(C#N)N(CCC(N)=O)C(=O)CN(CC(N)=O)C(N)=O;1;1
CCN(CCC#N)C(=O)CCN(C(=N)N)C(C)C#N;2;3
O=C(O)C(N=C(CO)CO)C(O)Cc1ccccc1;1;0
CC(C#N)N(CC(N)=O)C(=O)CNCC#N;1;13
CC=C(c1ccccc1)C(C#N)NC=O;1;3
N#CCCn1c(C#N)c(NC(N)=O)[nH]c1=O;1;5
CCN(CC(=O)OC(C)C(N)=O)C(=O)CNC(=N)N;1;1
NC(=O)N(CC(O)C(O)CO)c1cc[nH]c(=O)n1;1;4
CC(NC(=O)CN(CCC#N)C(=N)NC(=N)N)C(N)=O;1;1
CSCCC=Nc1[nH]cnc1C#N;1;1
N#CC(CN(CC(C#N)NC=O)C(=N)N)NC=O;1;1
N=C(N)n1c(NC(N)=O)c(C(=O)O)n(C(=N)N)c1=O;1;0
NC(=S)CC(C(N)=S)N(C=O)CC(N)=S;1;0
CC(C#N)N(C(=O)CN(CC#N)C(N)=O)c1ncco1;1;3
N#CC=CN(CCC#N)C(CC(=O)O)C(=O)O;1;0
N#Cc1ncn(C(=N)N)c1NC(=O)C(O)Cc1ccccc1;1;2
C=C(c1ccccc1)C(N=CC(O)C(O)CO)C(=O)O;1;1
Cc1nc[nH]c1NC(C(=O)O)=C(C(=O)O)C(O)C(=O)O;1;1
N#CCCNc1ncnc(C#N)c1N(CCC#N)CCC#N;1;13
Nc1ncnc2[nH]c(=O)n(CCC(=O)O)c12;1;15
CCN(C(=O)CCN(C=O)CC(N)=O)c1cc[nH]c(=O)n1;1;4
OCC(=Nc1ncco1)C(O)C(O)C(O)C(O)CO;1;0
CC(CO)=Nc1ccn(C2OCC(O)C2O)c(=O)n1;1;0
O=C(O)C(N=C(CO)C(O)CO)C(O)Cc1ccccc1;1;0
CC(O)C(O)C(O)C=NC(C#N)(CO)C(O)CO;1;1
CSC(=O)C(CCO)N=CCO;1;0
N#CC(CO)Nc1[nH]cnc1Cc1ccccc1;1;9
OC(CNc1ncco1)C(O)C(O)Cc1ccccc1;1;13
N#CC(CO)NC(=O)CNC(=S)CO;1;1
CC(Nc1[nH]cnc1CO)=C(O)C#N;1;1
CC(=O)C(C#N)NCC(=O)N(CCC#N)CCC#N;1;7
CC(N)C(=O)NCC(=O)NCC(=O)NCCC(=O)O;1;31
N#CC(C(=O)O)N(C=O)C(Cc1ccccc1)C(N)=O;1;2
N#CCN(C=O)CCC(=O)N(CC#N)C(C#N)C(O)CO;1;4
COC(=O)c1nc[nH]c1N(CC(N)=S)C(N)=O;1;1
COC(=O)CN(C(=O)CCSC)C(C)C#N;1;19
COC(=O)CCN(CC#N)C(=O)CNC=O;1;17
C=CC(O)C(C=NC(CO)CO)CNC(=N)N;1;1
N=C(N)NC(=N)NCC(=O)Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
CC(O)c1nc(N)nc(NC(CC(N)=O)C(N)=O)n1;7;2
C=CC(C#N)NCC(=O)NC(C)C#N;1;11
N#CCCN(CC#N)c1c(C#N)ncn1C(=N)N;1;1
OCC(O)C(CO)Nc1ncco1;1;8
O=CC(=O)CC(O)CO;1;10
CSCCC(=O)N(CCC(=O)O)C(C#N)C(=O)O;1;7
N#CCCN(Cc1nc(N)nc(NCC(=O)O)n1)C(N)=O;8;1
CC(C#N)NC(=O)CN=CC(C)NC(=N)N;1;1
N#CCCN(C=O)CC(=O)N(CC#N)CC(N)=O;1;2
N=C(N)NCC(N)C(N)=S;1;0
O=CN(CCc1ccccc1)CC(=O)NCC(=O)O;1;2
N=C(N)NCC(N)C(N)=O;1;9
CC(C#N)N(CC(=O)O)C(=O)CNC(=O)C(N)CO;1;30
C=CC(N=CC)C(N)=O;1;1
CC(C#N)N(CC#N)C(=O)CNC(=S)CCNC(N)=O;1;1
CCN(CCC(N)=S)C(=O)CCSC;1;2
N#CC(NC(=O)C(N)CO)C(O)C(O)C(O)CO;1;32
CC(=S)NCC(=O)N(CC#N)CC(=O)NCC#N;1;1
Cc1cnc(NC(=O)CCNC(=O)CNC(=N)N)o1;1;1
N#CC(Cc1ccccc1)N(C(N)=O)c1cc[nH]c(=O)n1;1;4
N#Cc1ncnc(NC(=N)N)c1NC(N)=O;1;2
N#CC(CO)NCC(=O)NC(C#N)CO;1;13
CCN(CC(N)=O)C(=O)CN(CCC(N)=O)C(N)=O;1;0
NC(=O)CC(OC(=O)Cc1nc[nH]c1NC(N)=O)C(N)=O;1;9
N#CCCN(CC#N)CCC(=O)N(CCO)C(C#N)CO;1;6
NC(=S)C(O)C(O)C(O)C(O)C(O)CO;1;3
CC(C#N)N(CC(=O)OCC(N)=O)C(=N)N;1;3
N#CCNCC(=O)N(CC#N)C(C#N)CO;1;14
CC(N)C(=O)N(CCC(N)=O)CC(=O)NCC(=O)O;1;29
CC(NCCC(=O)NC(C#N)Cc1ccccc1)C(N)=O;1;13
N#CC=CNC(C#N)C(O)Cc1ccccc1;2;0
N#CCCN(CCC#N)C(=O)CNCCc1ccccc1;1;16
C=C(c1ccccc1)C(NC(C#N)CNC(=N)N)C(N)=O;1;5
N#CCN(C(N)=O)c1ncnc(C#N)c1NC(N)=O;1;2
CSC(=O)C(CCO)N=C(CO)C(O)C(O)CO;1;0
CC(NC(N)=O)C(N)=O;1;0
N#CC(Cc1ccccc1)N(CCO)C(=N)N;1;6
CC(N)C(=O)N(CCC(N)=O)CCc1ccccc1;1;30
CCN(CCC(=O)O)C(=O)C(O)Cc1ccccc1;2;6
N#CCC(C#N)NC(=O)CN1CCC(=O)NCC1=O;1;2
COC(=O)CCN(C(N)=O)C(C)C(=O)O;1;18
CC(O)C(=O)NC(C#N)(CO)Cc1ccccc1;1;6
N#CCN(CCO)C(=O)c1nc[nH]c1NC(N)=O;1;7
O=C(O)c1nc[nH]c1N=CCc1cnc[nH]1;1;1
CCN(C(=O)CNC(=N)N)C(Cc1ccccc1)C(N)=O;2;1
O=C(O)C=NC(CO)CO;1;1
O=C(C=Nc1nc(CO)co1)Cc1ccccc1;1;1
N#CCN(CC(=O)OCC(NC(N)=O)C(N)=O)C(=N)N;1;2
C=CC=C(C=NC(C#N)CCC#N)c1ccccc1;1;1
N#CCCN(CC(N)=O)C(=O)CNCC(O)CO;1;12
CC(O)CNc1[nH]cnc1Cc1ccccc1;1;6
N=C(N)NC(=N)N(CCC(=O)NCC(N)=O)CC(=O)O;1;1
CSCCC(=O)NC(C)C#N;1;4
NC(=O)NCC(=O)N(CC(=O)O)C(CO)C(=O)O;1;1
CC(NC(N)=O)C(=S)NCCC(N)=O;1;0
CC(C#N)N(CCC#N)C(=O)CN(CCC(N)=O)C(=N)N;1;2
CCN(CC(=O)O)C(=O)CN(CCC#N)C(=N)NC(=N)N;1;1
N#CC(CNC(=N)N)N=C(CO)CO;1;0
N#CCN(CC(=O)N(CCC(N)=O)C(C#N)CO)C(=N)N;1;3
O=C(O)C(Cc1ccccc1)=NC(CO)C(=O)O;1;0
N=C(N)NCCC=Nc1[nH]c(=O)[nH]c1C(N)=O;1;1
CC=Nc1[nH]cnc1CC(=O)O;1;1
C=CC(N)C(N)=S;1;0
N#CCNC(=O)c1nc[nH]c1NC(=O)CNC(N)=O;1;6
CC(C(N)=O)N(CC#N)C(=O)C(=O)Cc1ccccc1;1;11
C=CC(C#N)NC(=O)CNC(=O)CCNC(N)=O;1;1
O=C(O)C(N=C(CO)C(O)C(O)C(O)CO)C(O)CO;1;0
CC(C(=O)O)N(C=CC#N)c1[nH]cnc1C(=O)O;1;0
C=CC(N)C(N)=O;1;13
CSCCC(=O)Nc1c(CC(=O)O)ncn1C(=N)N;1;1
N#CCNC(=O)CNC(=S)CN1CC(=O)NC1=O;1;1
